Notes_delete at end;Variable / Field Name;Form Name;Section Header;Field Type;Field Label;Choices, Calculations, OR Slider Labels;Field Note;Text Validation Type OR Show Slider Number;Text Validation Min;Text Validation Max;Identifier?;Branching Logic (Show field only if...);Required Field?;Custom Alignment;Question Number (surveys only);Matrix Group Name;Matrix Ranking?;Field Annotation
;pulse_measure_3_v;visit_;;text;Puls 3;;bpm;number;30;200;;;y;;;;;"Pulse in bpm third measurement.
Participant sitting, measured after approximately 5-10 minutes of rest. Visit 4."
;pulse_mean-value_v;visit_;;calc;Puls, gennemsnit ;"if(
  [pulse_3_v4]<>'' and [pulse_2_v4]<>'',
  ([pulse_3_v4]+[pulse_2_v4])/2,
  if(
    [pulse_3_v4]<>'' and [pulse_2_v4]='',
    [pulse_3_v4],
    if(
      [pulse_3_v4]='' and [pulse_2_v4]<>'',
      [pulse_2_v4],
      '')))";bpm;;;;;;;;;;;"Calculates pulse based on the last available measurements: mean of measurement 2 and 3 if both are present; otherwise uses the most recent available (measurement 3 or 2). Bpm. Visit 4."
;height_v;visit_;;calc;Højde;[besg_1__screening_arm_1][height_v1];;;;;;;y;;;;;Participant's height in meters, measured with a stadiometer to the nearest 0.1 cm. Visit 4.
;weight_v;visit_;;text;"Vægt:
OBS! foretages inden DXA på alm vægt/bioimpedansvægt";;Vægt i let påklædning, uden sko og i kg med én decimal. ;number_1dp_comma_decimal;49,9;200,1;;;y;;;;;Participant's weight in kilograms, measured with light clothing using a digital scale. Measured to the nearest 0.1 kg. Visit 4.
admin;weight_location_v;visit_;;text;Hvilket lokale blev vægten målt i?;;Fx: 2.26 ;;;;;;y;;;;;Indicates which scale in which room that was used for weighing the participant. Visit 4.
;bmi_v;visit_;;calc;BMI;round(([weight_v])/(([height_v])^(2)), 1);;;;;;;y;;;;;Body Mass Index (BMI) in kg/m², calculated from weight and height. Visit 4.
admin;screening_done_v1;visit_;;descriptive;"<div class=""rich-text-field-label""><p><span style=""font-size: 12pt;"">Screening er nu afsluttet, og deltageren skal forberedes til studiet</span></p> <p>Følgende skal nu gennemføres:</p> <p><span style=""font-weight: normal;"">1. Planlægning af de kommende besøg + udlevering af deltagermappe</span></p> <p><span style=""font-weight: normal;"">2. Liva Healthcare: Introduktion til og installation af studieapp på telefonen</span></p> <p><span style=""font-weight: normal;"">3. MyFood24-login: Introduktion til 3-dages kostregistrering</span></p> <p><span style=""font-weight: normal;"">4. CGM: Introduktion til glukosemåling i hjemmet og påsætning af blodsukkersensor</span></p> <p><span style=""font-weight: normal;"">5. Aktivitetsmåler (SENS): Introduktion til aktivitetsmåler i hjemmet og påsætning af aktivitetsmåler</span></p> <p><span style=""font-weight: normal;"">6. Prøvebeholder: </span><span style=""font-weight: normal;"">Udlevering og information om materiale til indsamling af afføringsprøver hjemme</span></p> <p><span style=""font-weight: normal;"">7. Introduktion til Mixed Meal Tolerance Test (MMTT) </span></p></div>";;;;;;;;;;;;;Indication that the screening is complete and the participant should be prepared for visit 2. Visit 1.
admin;visit2_scheduled_v1;visit_;1. Planlægning af kommende besøg + udlevering af deltagermappe m.m.;radio;"<div class=""rich-text-field-label""><p>Er besøgstider for V2, V3 og V4 booket ind i deltagerens kalender og/eller Liva?<br><span style=""font-weight: normal;"">Husk at opdatere bookinginstrumentet!</span></p></div>";1, Ja | 2, Nej;Deltageren skal gerne have booket tid til besøg 2, 3 og 4. ;;;;;;y;;;;;Indicate whether the participant's visit appointments have been entered into their own calendar or into Liva. Visit 1.
admin;appointments_booked_outlook_calendar_v1;visit_;;radio;Er besøgstider for V2, V3 og V4 booket ind i ON LiMiT-kalenderen i Outlook? ;1, Ja | 2, Nej;;;;;;;y;;;;;Indicate whether the visit appointments for V2, V3, and V4 have been entered into the ON LiMiT calendar in Outlook. Visit 1. Added from ID15.
admin;appointments_booked_sp_v1;visit_;;radio;Er besøgstider for V2, V3 og V4 booket ind i SP? ;1, Ja | 2, Nej;;;;;;;y;;;;;Indicate whether the visit appointments for V2, V3, and V4 have been booked in SP. Visit 1. Added from ID15.
admin;sp_reminder_installed_v1;visit_;;radio;Har deltageren 'Min SP', så deltageren kan se aftaletidspunkter, og der kan modtages påmindelser om tider i projektet?;1, Ja | 2, Nej;;;;;;;y;;;;;"Whether the participant has access to ""Min SP"" to view scheduled appointment times and receive reminders for study visits. Visit 1."
admin;mysp_guidance_v1;visit_;;descriptive;Vejled deltageren i at logge på 'Min SP'. ;;"Tilmelding på www.borger.dk. Søg på ""Nem SMS"" så bliver man guidet (MitID skal benyttes). Deltager kan også få hjælp i receptionen (Min SP) ";;;;;[sp_reminder_installed_v1] = '2';;;;;;"Guiding of participant to log in to ""Min SP"" and, if applicable, provided with the folder ""Følg med i din behandling"". Visit 1."
admin;easy_sms_v1;visit_;;radio;Er deltageren tilmeldt NemSMS, så der automatisk udsendes påmindelser om aftaler?;1, Ja | 2, Nej;Hvis deltageren ønsker tilmelding til NemSMS, gøres dette med det samme i SP. Gå ind under aftaler og ude i højre side tilmeldes deltager NemSMS.;;;;;;y;;;;;Whether the participant is enrolled in nemSMS for automatic reminders of study appointments. Visit 1.
admin;research_active_sp_v1;visit_;;radio;Er deltageren gjort forskningsaktiv i SP? ;1, Ja | 2, Nej;;;;;;;y;;;;;Indicate whether the participant has been marked as research-active in SP. Visit 1. Added from ID15.
admin;sp_note_visit_v1;visit_;;radio;Er der skrevet et notat for besøget i SP? ;1, Ja | 2, Nej;;;;;;;y;;;;;Indicates whether a note for the visit is documented in SP. Visit 1. Added from ID19.
admin;handed_out_v1;visit_;;radio;Er der udleveret deltagermappe?;1, Ja | 2, Nej;;;;;;;y;;;;;States if the participant has been handed the participant folder. Visit 1.
admin;participant_folder_v1;visit_;;radio;Er informationen i deltagermappen gennemgået? Bed deltageren om at medbringe deltagermappen hver gang, de er til besøg;1, Ja | 2, Nej;;;;;;;y;;;;;Whether the information in the participant folder has been reviewed. Participant is instructed to bring the folder to each visit. Visit 1.
admin;participant_folder_questioins_v1;visit_;;radio;Har deltageren nogle spørgsmål til materialet i deltagermappen?;1, Ja | 2, Nej;;;;;;[participant_folder_v1] = '1';y;;;;;Whether the participant has any questions regarding the material in the participant folder. Visit 1.
admin;study_app_installation_v1;visit_;2. Liva Healthcare: Introduktion til og installation af studieapp på telefonen;radio;Har deltageren fået installeret studieappen (Liva) på sin telefon? ;1, Ja | 2, Nej;"Se ""SOP Liva Healthcare""";;;;;;y;;;;;Whether the participant has the study app installed on their telephone. Visit 1.
admin;study_app_not_installed_reason_v1;visit_;;notes;Hvad er årsagen til, at deltageren IKKE har fået installeret studieappen?;;;;;;;[study_app_installation_v1] = '2';y;;;;;Reason as to why the study app is not installed. Visit 1.
admin;study_app_install_plan_v1;visit_;;radio;Er der en plan for, hvordan og hvornår studieappen bliver installeret?;1, Ja | 2, Nej;;;;;;[study_app_installation_v1] = '2';y;;;;;A plan for when the study app will be installed. Visit 1.
admin;study_app_not_installed_plan_v1;visit_;;notes;Hvad er der aftalt med deltageren vedrørende installation af studieappen?;;;;;;;[study_app_install_plan_v1] = '1';;;;;;Agreement with the participant regarding installation of the study app. Visit 1.
admin;study_app_instruction_v1;visit_;;radio;"<div class=""rich-text-field-label""><p>Er deltageren blevet instrueret i brugen af studieappen og informeret om monitorering gennem studieappen?</p> <p><span style=""text-decoration: underline;""><span style=""font-weight: normal;"">Som projektmedarbejder kan du sige: </span></span></p> <p><em><span style=""font-weight: normal;"">""S</span></em><span style=""font-weight: normal;""><i>tudieappen vil fungere som din digitale støtte under hele forløbet. Det er her, du har din personlige sundhedsvejledning lige ved hånden på din smartphone.<br><br></i><i>I appen kan du nemt registrere dine hjemmemålinger, som fx vægt, blodsukker og blodtryk. Når du registrerer dine målinger, kan vi i projektet følge med og reagere, hvis der er noget, vi skal være opmærksomme på undervejs. Det hjælper os med at støtte dig bedst muligt undervejs og sikre, at alt forløber, som det skal. Hvis vi kan se, at du fx ikke har fået trænet som planlagt, ikke har registreret dine måltider, eller hvis noget ser anderledes ud end forventet, så rækker vi ud for at høre, hvordan det går, og hvordan vi eventuelt kan hjælpe dig.<br><br></i><i>Appen hjælper dig også med at huske, hvornår du skal lave dine hjemmeprøver og -målinger. Du vil få påmindelser i appen, så du ikke selv skal holde styr på det hele.<br><br></i><i>Appen gør det desuden også let for dig at komme i kontakt med projektets diætister, trænere og andre projektmedarbejdere. Har du spørgsmål, er i tvivl om noget eller har brug for støtte, kan du altid skrive til os direkte i appen.<br></i><i><br>Derudover giver appen mulighed for et online fællesskab med de andre deltagere i din gruppe, hvor I kan dele erfaringer, stille spørgsmål og støtte hinanden undervejs</i><em>"".</em></span></p> <p><span style=""background-color: #f1c40f;"">Vis, hvordan man ser besøg, skriver en besked og registrerer et mål. </span></p></div>";1, Ja | 2, Nej;;;;;;;y;;;;;Whether the participant has been instructed in using the study app and has been informed about monitoring via the study app. Visit 1.
admin;diet_record_explained_v1;visit_;3. MyFood24: Introduktion til 3-dages kostregistrering;radio;"<div class=""rich-text-field-label""><p>Er instruktionerne for udfyldelse af en 3-dages kostregistrering på MyFood24 gennemgået med deltageren?</p> <p><em><span style=""font-weight: normal;"">Brug link til at se/vise: <a href=""https://myfood24.org/da/users/invite/a1e4c9b2-7906-4d74-998d-7b3c671309a9"" target=""_blank"" rel=""noopener"">Hvordan det ser ud for deltageren</a></span></em></p> <p><span style=""font-weight: normal;""><span style=""text-decoration: underline;"">Som projektmedarbejder kan du sige</span>: </span></p> <p><span style=""font-weight: normal;""><i>""Du skal registrere din kost 5 gange i løbet af projektperioden: Uge 0 (baseline), 18, 24, 26 og 51. Kostregistreringen foregår via en hjemmeside som hedder MyFood24. Når det er tid til at registrere, modtager du et link gennem studieappen (Liva), som sender dig en påmindelse og et personligt link. Hvis du ikke udfylder registreringen, udsender vi op til 3 remindere. Hvis registreringen stadig ikke er gennemført, bliver du kontaktet af projektdiætisten.</i></span></p> <p><span style=""font-weight: normal;""><i>""Du skal hver gang kostregistrere i 3 dage. Dvs. hver af de 3 dage skal du bruge samme link og vælge den aktuelle dato samt huske at trykke ""Afslut"" hver dag, så du ser ""Mange tak fordi du udfyldte MyFood24"" (vis dem evt. billede fra deltagermappe). Du skal hver dag angive, hvilke fødevarer du har spist og eventuelle drikkevarer med så præcise portionsstørrelser som muligt. Du vil ikke behøve at veje din mad, da MyFood24 indeholder forskellige billeder og estimater, som hjælper dig med at angive mængden.""</i></span></p> <p><span style=""font-weight: normal;""><i>""I din deltagermappe finder du en trinvis guide til, hvordan du foretager en kostregistrering.""</i></span></p></div>";1, Ja | 2, Nej;;;;;;;y;;;;;Whether the instructions for completing the 3-day dietary registration in MyFood24 (link) have been reviewed with the participant. Visit 1.
admin;myfood24_calendar_v1;visit_;;radio;"Er der oprettet en aftale i ON LiMiT-kalenderen om at sende link til deltageren i Liva?
Skriv fx ""Send link til MyFood24 til ID09"". Invitér projektdiætister til aftalen (NP og GS). ";1, Ja | 2, Nej;;;;;;;y;;;;;"Create a calendar appointment in the ON LiMiT calendar to send the link to the participant via Liva. For example: ""Send MyFood24 link to ID09"". Invite the project dietitians NP and GS to the appointment. Visit 1. Added from ID11."
admin;cgm_info_v1;visit_;4. CGM: Introduktion til glukosemåling i hjemmet og påsætning af glukosemåler;radio;"<div class=""rich-text-field-label""><p>Har deltageren fået information om brugen af blodsukkersensor (CGM)?<br><br><span style=""font-weight: normal;"">Information om brug til blodsukkersensor (CGM).</span></p> <p><span style=""text-decoration: underline; font-weight: normal;""><em>Som projektmedarbejder kan du sige:</em></span></p> <p><em><span style=""font-weight: normal;"">""Ved denne undersøgelse påsætter vi en blodsukkersensor på dig, som du skal bære i 10 dage. I dag sætter vi den på, og sætter derefter sammen en påmindelse i din personlige kalender, når der er gået 10 dage om, at du skal tage den af. </span></em></p> <p><em><span style=""font-weight: normal;"">Blodsukkersensoren vil automatisk måde dit blodsukker hele døgnet i de 10 dage du har den på og gemme målingerne.</span></em></p> <p><em><span style=""font-weight: normal;"">Når du tager blodsukkersensoren af, skal du ligge den i denne zip-pose, og tage den med til næste besøg. Når vi modtager blodsukkersensoren fra dig, vil vi aflæse målingerne. </span></em><br><em><span style=""font-weight: normal;""><br>Når du bærer blodsukkersensoren i de 10 dage, skal du leve, som du normalt gør (dvs. gå i bad mm. som du plejer). Dog kan eks. hyppig sauna øge risikoen for, at sensoren falder af før tid. </span></em></p> <p><em><span style=""font-weight: normal;"">Hvis den falder af - eller hvis der opstår spørgsmål - kan du ringe til ON LiMiT projekttelefonen: 21 47 18 16.</span></em><em><span style=""font-weight: normal;"">""</span></em></p></div>";1, Ja | 2, Nej;;;;;;;y;;;;;Whether the participant has been informed about the use of CGM. Visit 1.
admin;cgm_v1;visit_;;radio;Er blodsukkersensoren (CGM) påsat?;1, Ja | 2, Nej;;;;;;;y;;;;;Indicates whether the participant has been fitted with a CGM. Visit 1.
admin;cgm_no_v1;visit_;;text;"Hvis ""nej"", hvorfor ikke?";;;;;;;[cgm_v1] = '2';y;;;;;The reason why, if the participant didn't get the CGM on. Visit 1.
admin;sensorid_v1;visit_;;text;Sensor ID-nummer: ;;Kombination af tal og bogstaver.;;;;;[cgm_v1] = '1';y;;;;;The sensors ID number. Visit 1.
admin;cgmreader_v1;visit_;;radio;Hvilken reader blev brugt til at indlæse sensoren? ;1, 1 | 2, 2 | 3, 3;OBS! Samme reader SKAL bruges til at aflæse sensoren når den tages af/ afleveres 14 dage efter.;;;;;[cgm_v1] = '1';y;;;;;The number of the CGM reader. Visit 1.
admin;gcm_envelop_given_v1;visit_;;radio;Har deltageren fået udleveret en zippose (CGM sensornummer påskrevet), som deltageren kan lægge CGM'en i efter aftagning - eller hvis den falder af?;1, Ja | 2, Nej;;;;;;[cgm_v1] = '1';y;;;;;Whether the participant has received a zip bag for the CGM. Visit 1.
admin;sens_download_phone_v1;visit_;5. Aktivitetsmåler (SENS): Introduktion til aktivitetsmåler i hjemmet og påsætning af aktivitetsmåler;radio;"<div class=""rich-text-field-label""><p>Har deltageren fået downloadet SENS motion appen på sin mobil eller tablet?</p> <p><em><span style=""font-weight: normal;"">I deltagermappen findes ""SOP SENS Påsætning"", som har en QR-kode, deltagerne kan scanne for at downloade SENS motion app (Appstore og Google Play Store). </span></em></p></div>";1, Ja | 2, Nej;;;;;;;y;;;;;Whether the participant has downloaded the SENS app to their phone. Visit 1.
admin;sens_id_nr_v1;visit_;;text;Angiv nummer på den klargjorte aktivitetsmåler:;;Klistermærke på bagsiden af sensoren, eks:  I-54B.61F;;;;;;y;;;;;Identification of the SENS tracker. Visit 1.
admin;sens_turned_on_v1;visit_;;radio;"<div class=""rich-text-field-label""><p>Er aktivitetsmåleren tændt og måleperiode registreret i SENS webappen?<br><br><span style=""font-weight: normal;""><em>OBS: Tjek batteri.</em></span></p></div>";1, Ja | 2, Nej;;;;;;;y;;;;;Indicates if tracker is turned on and time period for measuring registred in webapp. Visit 1.
admin;sens_applied_v1;visit_;;radio;Er aktivitetsmåler (SENS) påsat?;1, Ja | 2, Nej;;;;;;;y;;;;;Whether SENS device has been applied. Visit 1.
admin;sens_notapplied_reason_v1;visit_;;notes;Hvad er årsagen til, at deltageren ikke har fået påmonteret aktivitetsmåler (SENS)?;;;;;;;[sens_applied_v1] = '2';y;;;;;Reason why the SENS accelerometer was not applied. Recorded by study staff. Visit 1.
admin;sens_application_date_v1;visit_;;text;Dato for påsættelse af aktivitetsmåler (SENS):;;;date_dmy;01/01/2025;01/01/2030;;[sens_applied_v9] = '1';y;;;;;Date of SENS application. Visit 1.
admin;sens_info_v1;visit_;;radio;"<div class=""rich-text-field-label""><p>Har deltageren fået information om brugen af aktivitetsmåler (SENS)?<br><br><span style=""font-weight: normal;""><span style=""text-decoration: underline;"">Information om brug til SENS</span>:</span></p> <p><em><span style=""font-weight: normal;"">""Du vil under projektperioden skulle have påsat en aktivitetsmåler (SENS) fire gange, og bære den i en måleperiode på 10 dage. Vi sætter en på dig i dag, som du vil skulle have på i 10 dage. Derefter må du tage den af. Du får en zippose med hjem, som du kan ligge den I og medbringe til næste besøg.</span></em></p> <p><em><span style=""font-weight: normal;"">Du må gerne tage korte brusebade, og du kan kortvarigt opholde dig i vand (f.eks. svømmehal eller havvand). Dog anbefales det ikke at opholde sig i længere badekar, spa eller meget varm vand. Derudover fraråder vi også, at du går i sauna i perioden du bærer aktivitetsmåleren.</span></em></p> <p><em><span style=""font-weight: normal;"">Du får et ekstra plaster med hjem i tilfælde af, at aktivitetsmåleren falder af og skal påsættes igen. Hvis dette sker, bør du notere i skemaet (i zipposen) hvornår aktivitetsmåleren blev fjernet, hvornår den blev påsat igen og evt. årsag til aftagningen. </span></em></p> <p><em><span style=""font-weight: normal;"">I din deltagermappe finder du en trinvis guide til, hvordan du påsætter aktivitetsmåleren igen. Hvis der bliver udfordringer med at påsætte aktivitetsmåleren igen, kontakter du os og vi finder ud af det sammen.</span></em></p> <p><em><span style=""font-weight: normal;"">Appen skal åbnes i nærheden af aktivitetsmåleren én gang i døgnet. Her skal du blot åbne appen <span style=""text-decoration: underline;"">uden</span> at trykke på noget, da data automatisk overføres når appen har forbindelse til aktivitetsmåleren. Lad appen forblive åben i et par minutter. Du kan eksempelvis gøre dette hver aften, mens du børster tænder.</span></em><em><span style=""font-weight: normal;""> I deltagermappen kan læse mere om hvordan du kan se om appen overfører data fra sensoren.</span></em></p> <p> </p></div>";1, Ja | 2, Nej;;;;;;[sens_applied_v9] = '1';y;;;;;Whether the participant has received information about SENS. Visit 1.
admin;sens_patches_and_zip_given_v1;visit_;;radio;Har deltageren fået udleveret zippose (ekstra plaster og registreringsskema)?;1, Ja | 2, Nej;;;;;;[sens_applied_v9] = '1';y;;;;;Indicates if participant has received zip bag with extra patches. Visit 1.
admin;stoolkit_given_visit2_v1;visit_;6. Prøvebeholder: Udlevering og information om materiale til indsamling af afføringsprøve hjemme;radio;"<div class=""rich-text-field-label""><p>Har deltageren fået udleveret information og materiale til hjemmetagning af afføringsprøver forud for besøg 2?<br><br><span style=""text-decoration: underline;""><span style=""font-weight: normal;"">Som projektmedarbejder kan du sige:</span></span></p> <p><em><span style=""font-weight: normal;"">""Under projektperioden vil du i alt fire gange skulle foretage en afføringsprøve. Det skal ske forud for besøg 2, 6, 8 og 10*. Jeg udleverer materialerne til dig i dag. I din deltagermappe kan du finde en trinvis guide til, hvordan du foretager en afføringsprøve.""  </span></em></p> <p><span style=""font-weight: normal;"">*Brug gerne figuren ""tidslinje"" til at pege på de gældende besøg. </span></p></div>";1, Ja | 2, Nej;;;;;;;y;;;;;Whether participant has received information and materials for stool sample home collection prior to Visit 2. Visit 1.
;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;
;bed_q_instruction;binge_eating_disorder_q;BED-Q;descriptive;"Vi vil bede dig udfylde et kort spørgeskema om dine spisevaner de seneste måneder. Det handler især om episoder, hvor man kan komme til at spise mere, end man havde tænkt sig. Der er ikke rigtige eller forkerte svar, og mange oplever noget af det, der bliver spurgt om.
Det vigtigste er, at du svarer så ærligt som muligt, så vi får et godt grundlag for at forstå din situation.


Instruktioner til spørgeskemaet:

Angiv hvor mange episoder med tvangsoverspisning du har haft om ugen gennem de seneste tre måneder.
Tvangsoverspisning betyder, at du indenfor kort tid (fx to timer) spiser væsenligt mere, end hvad der er
normalt, og at du ikke kan kontrollere, hvor meget du spiser.

Sæt kryds (""X"") ved hvor mange episoder med tvangsoverspisning du har haft om ugen.
Hvis det er forskelligt, hvor mange episoder med tvangsoverspisning du har haft om ugen, gennem de
seneste tre måneder, så angiv et gennemsnit (fx 20 episoder på 12 uger = 1-3 episoder om ugen).

Har du ikke haft episoder med tvangsoverspisning indenfor de seneste tre måneder, skal du svare ""Nej"" i
alle spørgsmålene. Husk at besvare alle spørgsmålene.


Inden for <u>de seneste tre måneder</u>, har du:";;;;;;;;;;;;;Introduction to BED-Q.
;bed_q_1;binge_eating_disorder_q;;radio;1. Haft episoder med tvangsoverspisning? (dvs. at du indenfor et kort tidsrum (fx to timer) spiste væsentligt mere, end hvad der er normalt)?;0, Nej | 1, Ja, mindre end 1 gang om ugen | 2, Ja, 1-3 gange om ugen | 3, Ja, 4-7 gange om ugen | 4, Ja, 8-13 gange om ugen | 5, Ja, 14 eller flere gange om ugen;;;;;;;y;;;;;Binge eating episode defined as eating a significantly larger amount of food than normal within a short time period, indicative of loss of control.
;bed_q_2;binge_eating_disorder_q;;radio;2. Mistet kontrollen over din spisning ved disse episoder? (fx at du ikke kunne stoppe med at spise, eller kontrollere, hvor meget du spiste?);0, Nej | 1, Ja, mindre end 1 gang om ugen | 2, Ja, 1-3 gange om ugen | 3, Ja, 4-7 gange om ugen | 4, Ja, 8-13 gange om ugen | 5, Ja, 14 eller flere gange om ugen;;;;;;;y;;;;;Loss of control over eating during binge episodes, including inability to stop or regulate intake.
;bed_q_3;binge_eating_disorder_q;;radio;3. Haft episoder med tvangsoverspisning, hvor du spiste hurtigere end normalt?;0, Nej | 1, Ja, mindre end 1 gang om ugen | 2, Ja, 1-3 gange om ugen | 3, Ja, 4-7 gange om ugen | 4, Ja, 8-13 gange om ugen | 5, Ja, 14 eller flere gange om ugen;;;;;;;y;;;;;Rapid eating during binge episodes compared to usual eating pace.
;bed_q_4;binge_eating_disorder_q;;radio;4. Haft episoder med tvangsoverspisning, hvor du spiste, til du var ubehagelig mæt?;0, Nej | 1, Ja, mindre end 1 gang om ugen | 2, Ja, 1-3 gange om ugen | 3, Ja, 4-7 gange om ugen | 4, Ja, 8-13 gange om ugen | 5, Ja, 14 eller flere gange om ugen;;;;;;;y;;;;;Eating to the point of uncomfortable fullness during binge episodes.
;bed_q_5;binge_eating_disorder_q;;radio;5. Haft episoder med tvangsoverspisning, hvor du spiste store mængder mad, selvom du ikke var sulten?;0, Nej | 1, Ja, mindre end 1 gang om ugen | 2, Ja, 1-3 gange om ugen | 3, Ja, 4-7 gange om ugen | 4, Ja, 8-13 gange om ugen | 5, Ja, 14 eller flere gange om ugen;;;;;;;y;;;;;Eating large amounts of food without feeling physically hungry during binge eating episodes.
;bed_q_6;binge_eating_disorder_q;;radio;6. Haft episoder med tvangsoverspisning, hvor du spiste alene, fordi du var flov over, hvor meget du spiste?;0, Nej | 1, Ja, mindre end 1 gang om ugen | 2, Ja, 1-3 gange om ugen | 3, Ja, 4-7 gange om ugen | 4, Ja, 8-13 gange om ugen | 5, Ja, 14 eller flere gange om ugen;;;;;;;y;;;;;Eating alone during binge eating episodes due to embarrassment about the amount consumed.
;bed_q_7;binge_eating_disorder_q;;radio;7. Haft episoder med tvangsoverspisning, hvor du følte væmmelse, depression eller skyld efter episoderne?;0, Nej | 1, Ja, mindre end 1 gang om ugen | 2, Ja, 1-3 gange om ugen | 3, Ja, 4-7 gange om ugen | 4, Ja, 8-13 gange om ugen | 5, Ja, 14 eller flere gange om ugen;;;;;;;y;;;;;Negative emotions after binge eating episodes, including feelings of disgust, depression, or guilt.
;bed_q_8;binge_eating_disorder_q;;radio;8. Kastet op efter episoder med tvangsoverspisning?;0, Nej | 1, Ja, mindre end 1 gang om ugen | 2, Ja, 1-3 gange om ugen | 3, Ja, 4-7 gange om ugen | 4, Ja, 8-13 gange om ugen | 5, Ja, 14 eller flere gange om ugen;;;;;;;y;;;;;Vomiting following binge eating episodes.
;bed_q_9;binge_eating_disorder_q;;radio;9. Er du meget belastet af dine episoder med tvangsoverspisning?;0, Nej | 1, Ja;;;;;;;y;;;;;Marked distress associated with binge eating behavior.
;bed_q_burden_score;binge_eating_disorder_q;;calc;BED belastningsscore;[bed_q_1] + [bed_q_2] + [bed_q_3] + [bed_q_4] + [bed_q_5] + [bed_q_6] + [bed_q_7];;;;;;;y;;;;;BED symptom burden score derived from binge eating questionnaire items.
;bed_q_diagnostic_score;binge_eating_disorder_q;;calc;BED diagnostisk score;"if(
  [bed_q_1] >= 2
  and [bed_q_2] >= 2
  and (
      ([bed_q_3] >= 2) +
      ([bed_q_4] >= 2) +
      ([bed_q_5] >= 2) +
      ([bed_q_6] >= 2) +
      ([bed_q_7] >= 2)
  ) >= 3
  and [bed_q_8] <= 1
  and [bed_q_9] = 1,
1,0)";;;;;;;y;;;;;BED diagnostic score indicating presence of binge eating disorder based on questionnaire criteria.
